 value | value | time   
 26.98 | 27.79 | 2018-09-14 0 27 52.698163
 26.98 | 27.79 | 2018-09-14 0 28 52.75972
 26.95 | 27.8 | 2018-09-14 0 29 52.834154
 27.01 | 27.8 | 2018-09-14 0 30 52.88887
 27 | 27.81 | 2018-09-14 0 31 52.948966
 27.03 | 27.84 | 2018-09-14 0 32 53.023472
 27.01 | 27.81 | 2018-09-14 0 33 53.075305
 26.98 | 27.83 | 2018-09-14 0 34 53.145693
 26.97 | 27.84 | 2018-09-14 0 35 53.206051
 26.98 | 27.8 | 2018-09-14 0 36 53.263487
 27 | 27.81 | 2018-09-14 0 37 53.335605
 27 | 27.83 | 2018-09-14 0 38 53.409407
 27 | 27.83 | 2018-09-14 0 39 53.456911
 27.02 | 27.82 | 2018-09-14 0 40 53.516632
 27.01 | 27.82 | 2018-09-14 0 41 53.585957
 27.01 | 27.83 | 2018-09-14 0 42 53.638068
 27 | 27.82 | 2018-09-14 0 43 53.706541
 27.03 | 27.83 | 2018-09-14 0 44 53.778757
 27.02 | 27.84 | 2018-09-14 0 45 53.828881
 27.04 | 27.83 | 2018-09-14 0 46 53.895871
 27.04 | 27.83 | 2018-09-14 0 47 53.971461
 27 | 27.83 | 2018-09-14 0 48 54.028738
 27 | 27.86 | 2018-09-14 0 49 54.1034
 27.02 | 27.86 | 2018-09-14 0 50 54.16174
 27.01 | 27.85 | 2018-09-14 0 51 54.212926
 27.02 | 27.85 | 2018-09-14 0 52 54.284723
 27.06 | 27.83 | 2018-09-14 0 53 54.354025
 27.06 | 27.84 | 2018-09-14 0 54 54.408696
 27.07 | 27.85 | 2018-09-14 0 55 54.475692
 27 | 27.87 | 2018-09-14 0 56 54.552073
 27.04 | 27.86 | 2018-09-14 0 57 54.608597
 27.03 | 27.86 | 2018-09-14 0 58 54.67601
 27.02 | 27.86 | 2018-09-14 0 59 54.746959
 26.99 | 27.87 | 2018-09-14 1 0 54.804207
 27.01 | 27.88 | 2018-09-14 1 1 54.861816
 27.03 | 27.87 | 2018-09-14 1 2 54.931253
 27.06 | 27.86 | 2018-09-14 1 3 54.986414
 27.06 | 27.88 | 2018-09-14 1 4 55.055388
 27.02 | 27.87 | 2018-09-14 1 5 55.113822
 27.02 | 27.87 | 2018-09-14 1 6 55.167149
 27.02 | 27.87 | 2018-09-14 1 7 55.232466
 27.04 | 27.86 | 2018-09-14 1 8 55.307695
 27.08 | 27.88 | 2018-09-14 1 9 55.364604
 27.02 | 27.86 | 2018-09-14 1 10 55.433564
 27.03 | 27.88 | 2018-09-14 1 11 55.496005
 27.02 | 27.86 | 2018-09-14 1 12 55.543015
 27.04 | 27.87 | 2018-09-14 1 13 55.607954
 27.08 | 27.87 | 2018-09-14 1 14 55.678752
 27.04 | 27.88 | 2018-09-14 1 15 55.733797
 27.05 | 27.89 | 2018-09-14 1 16 55.798837
 27.05 | 27.89 | 2018-09-14 1 17 55.868462
 27.06 | 27.9 | 2018-09-14 1 18 55.920411
 27.04 | 27.89 | 2018-09-14 1 19 55.98139
 27.05 | 27.88 | 2018-09-14 1 20 56.045356
 27.05 | 27.9 | 2018-09-14 1 21 56.094747
 27.02 | 27.89 | 2018-09-14 1 22 56.165891
 27.06 | 27.88 | 2018-09-14 1 23 56.227341
 27.06 | 27.88 | 2018-09-14 1 24 56.277431
 27.03 | 27.9 | 2018-09-14 1 25 56.335957
 27.03 | 27.9 | 2018-09-14 1 26 56.408196
 27.06 | 27.89 | 2018-09-14 1 27 56.464495
 27.05 | 27.88 | 2018-09-14 1 28 56.533381
 27.07 | 27.89 | 2018-09-14 1 29 56.599303
 27.03 | 27.89 | 2018-09-14 1 30 56.654779
 27.07 | 27.89 | 2018-09-14 1 31 56.725934
 27.06 | 27.88 | 2018-09-14 1 32 56.797965
 27.04 | 27.92 | 2018-09-14 1 33 56.848951
 27.08 | 27.91 | 2018-09-14 1 34 56.908068
 27.06 | 27.91 | 2018-09-14 1 35 56.982732
 27.06 | 27.9 | 2018-09-14 1 36 57.029858
 27.04 | 27.92 | 2018-09-14 1 37 57.082564
 27.07 | 27.9 | 2018-09-14 1 38 57.159721
 27.04 | 27.89 | 2018-09-14 1 39 57.212314
 27.04 | 27.9 | 2018-09-14 1 40 57.272791
 27.08 | 27.93 | 2018-09-14 1 41 57.34234
 27.08 | 27.91 | 2018-09-14 1 42 57.395856
 27.09 | 27.9 | 2018-09-14 1 43 57.47589
 27.06 | 27.91 | 2018-09-14 1 44 57.549734
 27.08 | 27.91 | 2018-09-14 1 45 57.59827
 27.05 | 27.93 | 2018-09-14 1 46 57.664154
 27.02 | 27.93 | 2018-09-14 1 47 57.741134
 27.01 | 27.93 | 2018-09-14 1 48 57.789726
 27.03 | 27.91 | 2018-09-14 1 49 57.858746
 27.05 | 27.92 | 2018-09-14 1 50 57.911501
 27.04 | 27.93 | 2018-09-14 1 51 57.960878
 27.02 | 27.92 | 2018-09-14 1 52 58.029336
 27.09 | 27.93 | 2018-09-14 1 53 58.104765
 27.07 | 27.93 | 2018-09-14 1 54 58.151062
 27.07 | 27.92 | 2018-09-14 1 55 58.210208
 27.06 | 27.94 | 2018-09-14 1 56 58.271221
 27.06 | 27.92 | 2018-09-14 1 57 58.331542
 27.05 | 27.93 | 2018-09-14 1 58 58.401904
 27.04 | 27.92 | 2018-09-14 1 59 58.478561
 27.02 | 27.92 | 2018-09-14 2 0 58.527103
 27.02 | 27.93 | 2018-09-14 2 1 58.597032
 27.05 | 27.93 | 2018-09-14 2 2 58.671313
 27.08 | 27.93 | 2018-09-14 2 3 58.725154
 27.06 | 27.91 | 2018-09-14 2 4 58.796638
 27.06 | 27.93 | 2018-09-14 2 5 58.858326
 27.06 | 27.94 | 2018-09-14 2 6 58.905302
 27.03 | 27.93 | 2018-09-14 2 7 58.97077
 27.05 | 27.97 | 2018-09-14 2 8 59.041304
 27.08 | 27.93 | 2018-09-14 2 9 59.088121
 27.06 | 27.93 | 2018-09-14 2 10 59.153021
 27.07 | 27.92 | 2018-09-14 2 11 59.222123
 27.06 | 27.95 | 2018-09-14 2 12 59.277965
 27.06 | 27.95 | 2018-09-14 2 13 59.348916
 27.07 | 27.95 | 2018-09-14 2 14 59.420292
 27.07 | 27.96 | 2018-09-14 2 15 59.468647
 27.05 | 27.96 | 2018-09-14 2 16 59.549321
 27.07 | 27.94 | 2018-09-14 2 17 59.62529
 27.04 | 27.94 | 2018-09-14 2 18 59.679035
 27.07 | 27.95 | 2018-09-14 2 19 59.746844
 27.07 | 27.96 | 2018-09-14 2 20 59.807064
 27.03 | 27.96 | 2018-09-14 2 21 59.863764
 27.03 | 27.94 | 2018-09-14 2 22 59.939809
 27.04 | 27.93 | 2018-09-14 2 24 0.015386
 27.03 | 27.93 | 2018-09-14 2 25 0.064534
 27.07 | 27.95 | 2018-09-14 2 26 0.124266
 27.04 | 27.95 | 2018-09-14 2 27 0.193038
 27.04 | 27.95 | 2018-09-14 2 28 0.240616
 27.04 | 27.96 | 2018-09-14 2 29 0.31317
 27.03 | 27.96 | 2018-09-14 2 30 0.3797
 27.08 | 27.95 | 2018-09-14 2 31 0.426749
 27.05 | 27.94 | 2018-09-14 2 32 0.499045
 27.07 | 27.96 | 2018-09-14 2 33 0.56648
 27.05 | 27.97 | 2018-09-14 2 34 0.621533
 27.02 | 27.98 | 2018-09-14 2 35 0.698083
 27.03 | 27.95 | 2018-09-14 2 36 0.754166
 27.05 | 27.95 | 2018-09-14 2 37 0.805639
 27.05 | 27.96 | 2018-09-14 2 38 0.873992
 27.08 | 27.93 | 2018-09-14 2 39 0.948827
 27.04 | 27.96 | 2018-09-14 2 40 0.997657
 27.06 | 27.96 | 2018-09-14 2 41 1.051925
 27.04 | 27.95 | 2018-09-14 2 42 1.121356
 27.03 | 27.96 | 2018-09-14 2 43 1.175727
 27.02 | 27.94 | 2018-09-14 2 44 1.247274
 27.02 | 27.96 | 2018-09-14 2 45 1.323298
 27.05 | 27.95 | 2018-09-14 2 46 1.375215
 27.06 | 27.94 | 2018-09-14 2 47 1.44715
 27.06 | 27.95 | 2018-09-14 2 48 1.524738
 27.04 | 27.95 | 2018-09-14 2 49 1.579306
 27.02 | 27.97 | 2018-09-14 2 50 1.659621
 27.05 | 27.95 | 2018-09-14 2 51 1.730687
 27.07 | 27.95 | 2018-09-14 2 52 1.78123
 27.07 | 27.96 | 2018-09-14 2 53 1.858463
 27.06 | 27.97 | 2018-09-14 2 54 1.935264
 27.05 | 27.97 | 2018-09-14 2 55 1.985653
 27.08 | 27.96 | 2018-09-14 2 56 2.046395
 27.06 | 27.95 | 2018-09-14 2 57 2.113196
 27.04 | 27.97 | 2018-09-14 2 58 2.164104
 27.1 | 27.97 | 2018-09-14 2 59 2.242657
 27.06 | 27.97 | 2018-09-14 3 0 2.313683
 27.06 | 27.97 | 2018-09-14 3 1 2.366827
 27.03 | 27.98 | 2018-09-14 3 2 2.444464
 27.02 | 27.97 | 2018-09-14 3 3 2.511483
 27.06 | 27.94 | 2018-09-14 3 4 2.568811
 27.06 | 27.96 | 2018-09-14 3 5 2.644666
 27.05 | 27.97 | 2018-09-14 3 6 2.711825
 27.03 | 27.96 | 2018-09-14 3 7 2.764192
 27.06 | 27.97 | 2018-09-14 3 8 2.848174
 27.06 | 27.98 | 2018-09-14 3 9 2.917687
 27.06 | 27.99 | 2018-09-14 3 10 2.970399
 27.05 | 27.98 | 2018-09-14 3 11 3.038132
 27.06 | 27.95 | 2018-09-14 3 12 3.107726
 27.05 | 27.96 | 2018-09-14 3 13 3.161688
 27.06 | 27.96 | 2018-09-14 3 14 3.234031
 27.07 | 27.97 | 2018-09-14 3 15 3.306465
 27.07 | 27.99 | 2018-09-14 3 16 3.358206
 27.05 | 27.98 | 2018-09-14 3 17 3.430581
 27.05 | 27.99 | 2018-09-14 3 18 3.506457
 27.07 | 27.98 | 2018-09-14 3 19 3.562134
 27.06 | 27.98 | 2018-09-14 3 20 3.626698
 27.05 | 27.98 | 2018-09-14 3 21 3.692388
 27.05 | 27.97 | 2018-09-14 3 22 3.748103
 27.03 | 27.97 | 2018-09-14 3 23 3.817891
 27.06 | 27.97 | 2018-09-14 3 24 3.892844
 27.05 | 27.97 | 2018-09-14 3 25 3.940606
 27.09 | 27.98 | 2018-09-14 3 26 4.000309
 27.07 | 27.99 | 2018-09-14 3 27 4.068666
 27.1 | 27.99 | 2018-09-14 3 28 4.112866
 27.08 | 27.97 | 2018-09-14 3 29 4.181834
 27.09 | 27.99 | 2018-09-14 3 30 4.249112
 27.07 | 27.99 | 2018-09-14 3 31 4.29325
 27.1 | 27.98 | 2018-09-14 3 32 4.36288
 27.08 | 27.96 | 2018-09-14 3 33 4.43608
 27.06 | 27.97 | 2018-09-14 3 34 4.49255
 27.06 | 27.97 | 2018-09-14 3 35 4.559204
 27.04 | 27.99 | 2018-09-14 3 36 4.621949
 27.05 | 27.99 | 2018-09-14 3 37 4.673431
 27.12 | 27.97 | 2018-09-14 3 38 4.738868
 27.07 | 27.97 | 2018-09-14 3 39 4.817334
 27.06 | 27.97 | 2018-09-14 3 40 4.872266
 27.1 | 27.98 | 2018-09-14 3 41 4.936217
 27.1 | 27.98 | 2018-09-14 3 42 5.002339
 27.07 | 27.99 | 2018-09-14 3 43 5.05324
 27.1 | 27.98 | 2018-09-14 3 44 5.129581
 27.06 | 28 | 2018-09-14 3 45 5.198045
 27.06 | 27.98 | 2018-09-14 3 46 5.250737
 27.05 | 27.99 | 2018-09-14 3 47 5.318238
 27.07 | 27.99 | 2018-09-14 3 48 5.391708
 27.1 | 28 | 2018-09-14 3 49 5.447498
 27.1 | 28 | 2018-09-14 3 50 5.522069
 27.05 | 27.98 | 2018-09-14 3 51 5.578064
 27.08 | 27.97 | 2018-09-14 3 52 5.632233
 27.05 | 27.99 | 2018-09-14 3 53 5.698164
 27.09 | 28.01 | 2018-09-14 3 54 5.776792
 27.08 | 27.99 | 2018-09-14 3 55 5.825451
 27.06 | 27.98 | 2018-09-14 3 56 5.88835
 27.07 | 27.97 | 2018-09-14 3 57 5.964362
 27.05 | 27.98 | 2018-09-14 3 58 6.012705
 27.1 | 27.98 | 2018-09-14 3 59 6.093363
 27.1 | 28 | 2018-09-14 4 0 6.153681
 27.08 | 27.98 | 2018-09-14 4 1 6.203498
 27.09 | 27.98 | 2018-09-14 4 2 6.280723
 27.08 | 28 | 2018-09-14 4 3 6.358141
 27.07 | 27.99 | 2018-09-14 4 4 6.401891
 27.02 | 27.97 | 2018-09-14 4 5 6.469793
 27.05 | 27.99 | 2018-09-14 4 6 6.537528
 27.02 | 28.01 | 2018-09-14 4 7 6.590336
 27.06 | 27.99 | 2018-09-14 4 8 6.661811
 27.1 | 28.01 | 2018-09-14 4 9 6.723807
 27.09 | 28 | 2018-09-14 4 10 6.77362
 27.09 | 27.98 | 2018-09-14 4 11 6.834177
 27.11 | 27.99 | 2018-09-14 4 12 6.897514
 27.09 | 27.96 | 2018-09-14 4 13 6.954912
 27.1 | 27.98 | 2018-09-14 4 14 7.036612
 27.11 | 28.01 | 2018-09-14 4 15 7.106883
 27.06 | 27.99 | 2018-09-14 4 16 7.154845
 27.08 | 27.98 | 2018-09-14 4 17 7.227926
 27.1 | 27.99 | 2018-09-14 4 18 7.293669
 27.09 | 27.99 | 2018-09-14 4 19 7.348068
 27.08 | 27.99 | 2018-09-14 4 20 7.411886
 27.06 | 27.99 | 2018-09-14 4 21 7.467005
 27.04 | 28.01 | 2018-09-14 4 22 7.517238
 27.08 | 28 | 2018-09-14 4 23 7.602269
 27.08 | 27.99 | 2018-09-14 4 24 7.678927
 27.07 | 28 | 2018-09-14 4 25 7.72758
 27.08 | 27.99 | 2018-09-14 4 26 7.785173
 27.07 | 27.99 | 2018-09-14 4 27 7.858031
 27.06 | 28 | 2018-09-14 4 28 7.9141
 27.07 | 28 | 2018-09-14 4 29 7.986186
 27.07 | 27.99 | 2018-09-14 4 30 8.064618
 27.09 | 27.99 | 2018-09-14 4 31 8.118548
 27.07 | 27.99 | 2018-09-14 4 32 8.190505
 27.07 | 28 | 2018-09-14 4 33 8.267243
 27.05 | 28 | 2018-09-14 4 34 8.321495
 27.06 | 28 | 2018-09-14 4 35 8.393134
 27.06 | 28 | 2018-09-14 4 36 8.451606
 27.08 | 27.98 | 2018-09-14 4 37 8.499909
 27.06 | 27.99 | 2018-09-14 4 38 8.569584
 27.05 | 27.98 | 2018-09-14 4 39 8.644785
 27.11 | 28 | 2018-09-14 4 40 8.699774
 27.08 | 28.01 | 2018-09-14 4 41 8.748106
 27.05 | 28.01 | 2018-09-14 4 42 8.815283
 27.07 | 28.01 | 2018-09-14 4 43 8.872076
 27.04 | 27.99 | 2018-09-14 4 44 8.947664
 27.06 | 28.01 | 2018-09-14 4 45 9.015733
 27.09 | 28.02 | 2018-09-14 4 46 9.06694
 27.07 | 28 | 2018-09-14 4 47 9.150536
 27.06 | 28.01 | 2018-09-14 4 48 9.218487
 27.07 | 28.02 | 2018-09-14 4 49 9.27808
 27.06 | 28.04 | 2018-09-14 4 50 9.349738
 27.03 | 28.03 | 2018-09-14 4 51 9.40813
 27.05 | 28 | 2018-09-14 4 52 9.470794
 27.05 | 28.01 | 2018-09-14 4 53 9.539055
 27.05 | 28.01 | 2018-09-14 4 54 9.605026
 27.06 | 27.99 | 2018-09-14 4 55 9.662813
 27.11 | 28 | 2018-09-14 4 56 9.720909
 27.06 | 28.02 | 2018-09-14 4 57 9.781488
 27.08 | 28.01 | 2018-09-14 4 58 9.840054
 27.08 | 28.01 | 2018-09-14 4 59 9.905511
 27.07 | 28.01 | 2018-09-14 5 0 9.97915
 27.08 | 28 | 2018-09-14 5 1 10.030551
 27.06 | 28.01 | 2018-09-14 5 2 10.104545
 27.06 | 28.01 | 2018-09-14 5 3 10.175049
 27.05 | 28.03 | 2018-09-14 5 4 10.23441
 27.06 | 28.01 | 2018-09-14 5 5 10.301596
 27.07 | 28.01 | 2018-09-14 5 6 10.354155
 27.02 | 28.01 | 2018-09-14 5 7 10.417117
 27.06 | 28.03 | 2018-09-14 5 8 10.49244
 27.06 | 28.01 | 2018-09-14 5 9 10.560782
 27.04 | 28.02 | 2018-09-14 5 10 10.616222
 27.07 | 28 | 2018-09-14 5 11 10.66915
 27.11 | 28.02 | 2018-09-14 5 12 10.737863
 27.09 | 28.01 | 2018-09-14 5 13 10.791296
 27.06 | 28.01 | 2018-09-14 5 14 10.858697
 27.06 | 28 | 2018-09-14 5 15 10.930372
 27.09 | 28.01 | 2018-09-14 5 16 10.980577
 27.06 | 28.02 | 2018-09-14 5 17 11.055058
 27.04 | 28.01 | 2018-09-14 5 18 11.116059
 27.07 | 28.02 | 2018-09-14 5 19 11.175382
 27.08 | 28.02 | 2018-09-14 5 20 11.245056
 27.09 | 28 | 2018-09-14 5 21 11.309884
 27.08 | 28 | 2018-09-14 5 22 11.364155
 27.05 | 28.01 | 2018-09-14 5 23 11.445496
 27.07 | 28.02 | 2018-09-14 5 24 11.512415
 27.06 | 28.03 | 2018-09-14 5 25 11.564893
 27.12 | 28 | 2018-09-14 5 26 11.619879
 27.09 | 27.98 | 2018-09-14 5 27 11.695399
 27.08 | 28.02 | 2018-09-14 5 28 11.749573
 27.07 | 28 | 2018-09-14 5 29 11.829064
 27.07 | 28.03 | 2018-09-14 5 30 11.897738
 27.07 | 28 | 2018-09-14 5 31 11.952978
 27.07 | 28.03 | 2018-09-14 5 32 12.010287
 27.08 | 28 | 2018-09-14 5 33 12.090066
 27.08 | 28 | 2018-09-14 5 34 12.148787
 27.09 | 28.02 | 2018-09-14 5 35 12.221757
 27.09 | 28.04 | 2018-09-14 5 36 12.282305
 27.06 | 28.01 | 2018-09-14 5 37 12.322237
 27.05 | 28.01 | 2018-09-14 5 38 12.38076
 27.07 | 28 | 2018-09-14 5 39 12.450807
 27.08 | 28.02 | 2018-09-14 5 40 12.512788
 27.08 | 28.01 | 2018-09-14 5 41 12.571627
 27.05 | 28.01 | 2018-09-14 5 42 12.646234
 27.06 | 28 | 2018-09-14 5 43 12.695977
 27.05 | 28 | 2018-09-14 5 44 12.77417
 27.03 | 28.01 | 2018-09-14 5 45 12.846722
 27.08 | 28.02 | 2018-09-14 5 46 12.898772
 27.06 | 28.03 | 2018-09-14 5 47 12.981605
 27.04 | 28.02 | 2018-09-14 5 48 13.048852
 27.07 | 28.02 | 2018-09-14 5 49 13.106888
 27.08 | 28 | 2018-09-14 5 50 13.174983
 27.07 | 28.03 | 2018-09-14 5 51 13.236248
 27.07 | 28.01 | 2018-09-14 5 52 13.295106
 27.05 | 28.01 | 2018-09-14 5 53 13.366269
 27.09 | 28.01 | 2018-09-14 5 54 13.43023
 27.08 | 28.01 | 2018-09-14 5 55 13.484263
 27.1 | 28.02 | 2018-09-14 5 56 13.55202
 27.08 | 28.03 | 2018-09-14 5 57 13.618539
 27.07 | 28.04 | 2018-09-14 5 58 13.671597
 27.08 | 28.02 | 2018-09-14 5 59 13.736764
 27.12 | 28.03 | 2018-09-14 6 0 13.795221
 27.09 | 28.04 | 2018-09-14 6 1 13.852812
 27.09 | 28.03 | 2018-09-14 6 2 13.92565
 27.1 | 28.03 | 2018-09-14 6 3 13.996154
 27.1 | 28.04 | 2018-09-14 6 4 14.057308
 27.09 | 28.02 | 2018-09-14 6 5 14.126917
 27.06 | 28.02 | 2018-09-14 6 6 14.189398
 27.08 | 28.02 | 2018-09-14 6 7 14.241688
 27.13 | 28.02 | 2018-09-14 6 8 14.315346
 27.06 | 28.04 | 2018-09-14 6 9 14.38938
 27.08 | 28.02 | 2018-09-14 6 10 14.445465
 27.1 | 28.01 | 2018-09-14 6 11 14.509579
 27.06 | 28.02 | 2018-09-14 6 12 14.584991
 27.1 | 28.03 | 2018-09-14 6 13 14.644403
 27.07 | 28.03 | 2018-09-14 6 14 14.714262
 27.07 | 28.03 | 2018-09-14 6 15 14.786083
 27.04 | 28.02 | 2018-09-14 6 16 14.838154
 27.08 | 28.01 | 2018-09-14 6 17 14.91472
 27.07 | 28.02 | 2018-09-14 6 18 14.986216
 27.08 | 28.01 | 2018-09-14 6 19 15.044971
 27.07 | 28.02 | 2018-09-14 6 20 15.115781
 27.09 | 28.03 | 2018-09-14 6 21 15.172268
 27.08 | 28.02 | 2018-09-14 6 22 15.227142
 27.11 | 28.01 | 2018-09-14 6 23 15.298814
 27.12 | 28.03 | 2018-09-14 6 24 15.362545
 27.09 | 28.02 | 2018-09-14 6 25 15.416997
 27.07 | 28.04 | 2018-09-14 6 26 15.485309
 27.07 | 28.04 | 2018-09-14 6 27 15.546005
 27.08 | 28.03 | 2018-09-14 6 28 15.604991
 27.04 | 28.03 | 2018-09-14 6 29 15.673328
 27.07 | 28.02 | 2018-09-14 6 30 15.7481
 27.07 | 28.02 | 2018-09-14 6 31 15.80158
 27.08 | 28.02 | 2018-09-14 6 32 15.863321
 27.07 | 28.04 | 2018-09-14 6 33 15.935454
 27.11 | 28.02 | 2018-09-14 6 34 15.987903
 27.1 | 28.04 | 2018-09-14 6 35 16.057607
 27.08 | 28.05 | 2018-09-14 6 36 16.120212
 27.08 | 28.02 | 2018-09-14 6 37 16.185472
 27.1 | 28.03 | 2018-09-14 6 38 16.246811
 27.07 | 28.02 | 2018-09-14 6 39 16.308803
 27.09 | 28.02 | 2018-09-14 6 40 16.363703
 27.09 | 28.03 | 2018-09-14 6 41 16.425624
 27.06 | 28.02 | 2018-09-14 6 42 16.498129
 27.06 | 28.01 | 2018-09-14 6 43 16.551158
 27.08 | 28.01 | 2018-09-14 6 44 16.618776
 27.09 | 28.03 | 2018-09-14 6 45 16.675903
 27.11 | 28.01 | 2018-09-14 6 46 16.734551
 27.11 | 28.03 | 2018-09-14 6 47 16.810416
 27.08 | 28 | 2018-09-14 6 48 16.881151
 27.07 | 28.02 | 2018-09-14 6 49 16.937973
 27.09 | 28.03 | 2018-09-14 6 50 17.015267
 27.1 | 28.04 | 2018-09-14 6 51 17.078605
 27.08 | 28.02 | 2018-09-14 6 52 17.137682
 27.08 | 28.03 | 2018-09-14 6 53 17.211518
 27.08 | 28.04 | 2018-09-14 6 54 17.277241
 27.09 | 28.04 | 2018-09-14 6 55 17.330783
 27.08 | 28.04 | 2018-09-14 6 56 17.387577
 27.05 | 28.02 | 2018-09-14 6 57 17.465945
 27.08 | 28.01 | 2018-09-14 6 58 17.520633
 27.08 | 28.01 | 2018-09-14 6 59 17.59445
 27.08 | 28.03 | 2018-09-14 7 0 17.662069
 27.09 | 28.03 | 2018-09-14 7 1 17.716217
 27.11 | 28.03 | 2018-09-14 7 2 17.789432
 27.1 | 28.03 | 2018-09-14 7 3 17.858873
 27.09 | 28.03 | 2018-09-14 7 4 17.917657
 27.06 | 28.02 | 2018-09-14 7 5 17.996117
 27.02 | 28.02 | 2018-09-14 7 6 18.063108
 26.98 | 28.01 | 2018-09-14 7 7 18.12979
 26.93 | 28 | 2018-09-14 7 8 18.211848
 26.81 | 28.02 | 2018-09-14 7 9 18.280192
 26.75 | 28.03 | 2018-09-14 7 10 18.339806
 26.73 | 28.02 | 2018-09-14 7 11 18.401503
 26.67 | 28 | 2018-09-14 7 12 18.469583
 26.65 | 28 | 2018-09-14 7 13 18.532458
 26.61 | 28.01 | 2018-09-14 7 14 18.604585
 26.52 | 27.98 | 2018-09-14 7 15 18.670839
 26.52 | 27.97 | 2018-09-14 7 16 18.728384
 26.47 | 27.96 | 2018-09-14 7 17 18.799914
 26.46 | 27.96 | 2018-09-14 7 18 18.872264
 26.4 | 27.94 | 2018-09-14 7 19 18.924333
 26.41 | 27.94 | 2018-09-14 7 20 19.000548
 26.38 | 27.93 | 2018-09-14 7 21 19.053062
 26.38 | 27.94 | 2018-09-14 7 22 19.108749
 26.39 | 27.9 | 2018-09-14 7 23 19.17679
 26.39 | 27.92 | 2018-09-14 7 24 19.2498
 26.36 | 27.92 | 2018-09-14 7 25 19.300546
 26.33 | 27.9 | 2018-09-14 7 26 19.359349
 26.33 | 27.9 | 2018-09-14 7 27 19.421322
 26.31 | 27.9 | 2018-09-14 7 28 19.4773
 26.27 | 27.88 | 2018-09-14 7 29 19.550875
 26.31 | 27.88 | 2018-09-14 7 30 19.612812
 26.36 | 27.84 | 2018-09-14 7 31 19.665241
 26.32 | 27.85 | 2018-09-14 7 32 19.740467
 26.33 | 27.87 | 2018-09-14 7 33 19.796845
 26.38 | 27.86 | 2018-09-14 7 34 19.8501
 26.39 | 27.87 | 2018-09-14 7 35 19.925182
 26.33 | 27.85 | 2018-09-14 7 36 19.984766
 26.38 | 27.85 | 2018-09-14 7 37 20.038278
 26.39 | 27.85 | 2018-09-14 7 38 20.098048
 26.36 | 27.83 | 2018-09-14 7 39 20.167807
 26.36 | 27.81 | 2018-09-14 7 40 20.224066
 26.36 | 27.83 | 2018-09-14 7 41 20.289114
 26.34 | 27.83 | 2018-09-14 7 42 20.351306
 26.41 | 27.8 | 2018-09-14 7 43 20.407526
 26.4 | 27.79 | 2018-09-14 7 44 20.469087
 26.42 | 27.78 | 2018-09-14 7 45 20.528521
 26.45 | 27.78 | 2018-09-14 7 46 20.580462
 26.48 | 27.77 | 2018-09-14 7 47 20.660077
 26.51 | 27.76 | 2018-09-14 7 48 20.732973
 26.54 | 27.77 | 2018-09-14 7 49 20.790289
 26.53 | 27.76 | 2018-09-14 7 50 20.857218
 26.57 | 27.77 | 2018-09-14 7 51 20.922498
 26.61 | 27.75 | 2018-09-14 7 52 20.985234
 26.66 | 27.75 | 2018-09-14 7 53 21.062655
 26.64 | 27.74 | 2018-09-14 7 54 21.129159
 26.72 | 27.74 | 2018-09-14 7 55 21.188995
 26.72 | 27.76 | 2018-09-14 7 56 21.25787
 26.71 | 27.75 | 2018-09-14 7 57 21.330143
 26.73 | 27.72 | 2018-09-14 7 58 21.38487
 26.73 | 27.75 | 2018-09-14 7 59 21.463892
 26.76 | 27.74 | 2018-09-14 8 0 21.530859
 26.75 | 27.73 | 2018-09-14 8 1 21.584835
 26.78 | 27.76 | 2018-09-14 8 2 21.658779
 26.76 | 27.73 | 2018-09-14 8 3 21.72824
 26.8 | 27.74 | 2018-09-14 8 4 21.787875
 26.77 | 27.76 | 2018-09-14 8 5 21.849253
 26.85 | 27.75 | 2018-09-14 8 6 21.915128
 26.84 | 27.74 | 2018-09-14 8 7 21.966175
 26.85 | 27.78 | 2018-09-14 8 8 22.03935
 26.81 | 27.76 | 2018-09-14 8 9 22.112892
 26.84 | 27.74 | 2018-09-14 8 10 22.172596
 26.85 | 27.73 | 2018-09-14 8 11 22.238713
 26.86 | 27.75 | 2018-09-14 8 12 22.312211
 26.87 | 27.76 | 2018-09-14 8 13 22.379746
 26.9 | 27.76 | 2018-09-14 8 14 22.455348
 26.88 | 27.77 | 2018-09-14 8 15 22.525293
 26.9 | 27.78 | 2018-09-14 8 16 22.58044
 26.93 | 27.77 | 2018-09-14 8 17 22.652322
 26.95 | 27.77 | 2018-09-14 8 18 22.718193
 26.92 | 27.76 | 2018-09-14 8 19 22.775869
 26.96 | 27.77 | 2018-09-14 8 20 22.846793
 27 | 27.76 | 2018-09-14 8 21 22.907138
 26.98 | 27.77 | 2018-09-14 8 22 22.96807
 26.95 | 27.77 | 2018-09-14 8 23 23.040708
 26.93 | 27.79 | 2018-09-14 8 24 23.107084
 26.95 | 27.79 | 2018-09-14 8 25 23.161652
 26.94 | 27.78 | 2018-09-14 8 26 23.233562
 26.96 | 27.8 | 2018-09-14 8 27 23.294526
 26.93 | 27.82 | 2018-09-14 8 28 23.355697
 26.91 | 27.8 | 2018-09-14 8 29 23.427051
 26.9 | 27.8 | 2018-09-14 8 30 23.492165
 26.87 | 27.79 | 2018-09-14 8 31 23.554588
 26.85 | 27.8 | 2018-09-14 8 32 23.633659
